id,viewCount,likeCount,favoriteCount,commentCount
25HqKx9N-Zo,24299,316,0,46
XGKcyqSWZQw,5112927,60669,0,1837
aJ1cCXPg1Mg,114188,3848,0,131
IbTgWgoA8es,13019171,277127,0,3038
IzH80FjmnNg,30278,366,0,16
1lmSuckzzJ0,24879758,540824,0,71468
GuuOrsKoJWY,115247,2324,0,114
Igu8urJYvOY,52962,1104,0,63
fAXZeW05g-A,41398,679,0,81
4sAhBnvuVmk,37771,841,0,32
ui8r-3GmnJw,44335,1963,0,68
E7U5l0htnzw,62634,969,0,50
wi4zTqSNMc4,1358150,29966,0,876
CWUv6YUua5o,29043,339,0,29
NJGQ2sCGDKM,4637036,107665,0,3442
fBI_prVe1AI,27944,788,0,46
yLDgquhTYsw,265626,3298,0,141
FaYbXLaRUxc,36727,973,0,91
hgkoZNaP9qQ,21956,844,0,58
G1OS-RCPyQM,48583,854,0,77
Gmrf31cAbSM,38113,819,0,48
VqJBiscSwMo,12535,541,0,48
WxFdfwfaXAk,17638413,429041,0,48918
Oa_px7iCJuM,2196705,65006,0,564
6k-7SbSOIPU,19082,546,0,42
3YBwVHTqtvw,52637,1661,0,67
IoVzKE2grSA,56195,850,0,42
R9vRcTBpSSI,873670,23488,0,644
Xiu4gsPFZwU,193396,5663,0,275
MxsxTCzA6hs,25322,784,0,69
k9X85NZ7JN8,13412938,161091,0,2218
Wnq3Qa-u7y8,2554026,56261,0,452
rUMSISSOMK0,128326,3961,0,244
92FxMWrbdPk,436782,14086,0,523
apyXCRBBJfk,24413,363,0,32
AMug1zbJC4E,22919503,320212,0,4834
B1nOLpvXG2U,27627,578,0,37
-zvYTatOIKw,25339,460,0,41
ZU1aTYejeEo,62789,1245,0,66
a0JXdHOsLZA,10063,293,0,26
uLBSQXnazyM,761294,17980,0,193
qfuFeUnAm8E,2309686,82466,0,1924
P3O4qa-nxnA,21418,333,0,40
yIbKsVPYOJI,649307,13658,0,215
u7D3ma34oH0,24103,470,0,49
hPai2CLMWco,1669006,34908,0,777
lHI1UDXqioQ,25378,382,0,60
C_dfh0pZvuQ,21305,460,0,51
lZw_9b9kL_Y,2609565,48398,0,803
ly5FEs0F8_I,32971890,252218,0,2405
ERQW8TS7Qtw,25759,658,0,51
eio6XZbtjYE,21923,371,0,48
Y7qvHrbq4KE,39108,899,0,63
qGXAp32SK7k,12753,251,0,18
Mu9q61OTkK8,27313,591,0,32
6ZyKtL7aXoY,10564,225,0,10
f0JfvWsY7k0,1049050,57916,0,4116
izMKX2pJMXY,24500,289,0,48
PNOWR6eBRGg,1200014,25644,0,1038
CYmGrNSPCiQ,18833096,242057,0,1878
tUIl51coH1k,31823,637,0,33
bSAlE_WgHxY,110591242,1017299,0,42881
BWrqjUvtG4c,34474,630,0,38
V0wa-9dZGiU,42304,414,0,28
LtncAy5aS5s,1028418,19903,0,415
xQ9Nt-EI7pE,3823085,67179,0,1085
rvP2ey_eTYQ,361296,10813,0,335
kBQbQZW6O4c,613652,36976,0,1214
0jLGLuIx_qw,34620,575,0,50
TrbGCGQKZko,123898,2121,0,123
c0XS502ku-Y,34038,705,0,41
gPto1QocIiI,265836,3632,0,102
_FPk9YUV5BI,11135,238,0,48
O-liv06dDCs,251019,6408,0,457
jdg_LHxPlpM,16803969,142766,0,3257
rJA5BA_e1JE,22399185,303649,0,4137
4GmLORqAfYI,170913,2775,0,72
xFP4_aqKY8U,483617,3487,0,108
IRrvni-DRoQ,6359083,204205,0,2720
MariiBgJhSo,574209,18336,0,730
yN_4cFkqin8,5532759,192115,0,4021
auA1zjp4B2M,3080372,62002,0,501
UHhlsFw2uGE,17503,317,0,37
xUFX_2qvcqE,1312676,30990,0,114
21X9-GJM9V8,60023,1750,0,72
88g2RBEFtns,840104,34697,0,1436
NJsYDjaf29M,22277,520,0,43
-RyN2TO140c,238740,6823,0,279
lKEAPg9wOYI,468728,14890,0,388
ASKJjJdXNU4,187545,6109,0,245
zOKdESx0AsQ,242145,6936,0,197
nV5KJ2vKGgU,603567,16364,0,755
_kwLj2lnmEk,8049949,191951,0,9088
QNpILhJrlIA,538215,12359,0,954
AekMY4J5SyI,13498,215,0,21
r0c1f6XxRQg,9161701,86469,0,1896
rrrbQFG8TkE,987582,27381,0,578
CJ-Pwv__QwI,25372,485,0,70
L85Vd4mJuQk,36102,438,0,51
t_xxP6PGSs0,298322,10806,0,244
Z6eovh22ZyI,25325,442,0,69
XEQyMUSL2Z8,2265905,35868,0,582
SreWoT2oBe4,115904,4125,0,284
RIibOoiewIo,37214,663,0,57
AlBGPtUyyYo,49716,749,0,56
xU31CPZmk3g,33545,393,0,40
GG_IXzQvyGE,178091,5068,0,301
q3nIItk0-wU,39669528,680100,0,16527
c6ri-MFdNLY,81374904,806808,0,124185
Yg_JlXpeN1g,63305,1751,0,79
cwnsSbd_XJs,1249719,39736,0,591
bZSgAul_Ieo,84940,1647,0,99
zzfIj_uoJM4,328609,10757,0,454
a1YbP3B2r5Y,360468,9872,0,414
_QR6M5yCDtc,81222,1894,0,98
Zf6mdongk5g,249271,4115,0,96
NTP5r5mH2FM,6221368,135234,0,866
zSb5R0-majw,1365918,37127,0,869
FSzhLXAebHY,22512,316,0,36
eKarF_dTNfA,49165,802,0,68
YMBhQJMrdCs,7563330,74538,0,1371
Z1xizGNpu4o,44298,1004,0,117
hYnSJot6F7k,55882,794,0,43
ZK0U9HWNJfE,1732851,27160,0,710
Exch8-Al5ZM,45423520,540473,0,10482
PPteUSvXq6o,764875,26594,0,633
x_P-qeDm5G8,82150,2568,0,81
ivxisCmEDQk,73752,1580,0,53
zuMmdxs75a4,75109,2370,0,65
ADpUzNbzcSQ,89174,5054,0,239
4GKZcwgHQT4,221582,4139,0,158
rQZ-L9_CS1c,915179,36218,0,403
3kRmZj1HvEE,295086,7605,0,388
bAx4T_q-cFo,310827,12467,0,288
8aaVKCrIA7c,124717,5185,0,225
jrpJ6adEIG0,161113,4113,0,102
dq5sxWxnx74,86461,1768,0,51
B9MQVVUcq6E,256981,5689,0,151
28UpA8arNhA,120812,3140,0,108
wHnrC5bGNdA,39707,930,0,43
H5n-Sh63q88,23274,682,0,22
8XLg0V5hBX0,31844,704,0,45
D3jzSJ1XlGg,40877,1198,0,36
-83FOKkV5Rg,22301,599,0,21
gZ5Lq4OCSsE,63661,1929,0,60
vWzDve2NvGs,20464,769,0,43
EkbU3o0PeuA,26532,635,0,21
fpKf8LQMMH8,67352,1875,0,55
J_BQEz90RxI,55276,758,0,34
Q89PN8bcrHg,2372296,37729,0,1315
SBu5Q9wRUtE,772038,15843,0,476
JcqZ45-xI7s,975066,40011,0,768
tG8UG1Qfv8M,57143,1541,0,55
c0LJoHmtS0Q,47237,1388,0,49
k8mYvEu_kz8,62939,2189,0,53
g5O1X8-wSeI,33042,1005,0,42
WGCNzhq4jUY,26869,1119,0,35
zHhsKl38bm0,177949,4217,0,173
4tXHA_KQ-LE,80651,3939,0,142
NR4Y59CHW6A,6398239,72316,0,1002
Dck20NrVzgE,128747,4446,0,187
UBK-72wqaLo,2795284,17991,0,420
qQRn-lJ5DS4,13362516,283741,0,1615
trr4UDCdA8E,139852,4106,0,132
17w5GLs-wyA,74320,1041,0,54
4Kg7mLGyj6s,324197,4326,0,53
x1JekKx3QpY,2300736,34422,0,2034
2WjaTU-KQSE,136577,3901,0,123
uKoc9TrBlJE,238617,8001,0,276
xZQ_Qw2IJOQ,97152252,1888875,0,112502
GgDlSJLszNg,42658,653,0,41
0g2DkwbOW9o,15560204,122935,0,1206
NKBa2j9G8ZI,136574,3418,0,184
MfC1fMORGl0,2278196,52051,0,654
uarv0FHM6d0,53483,868,0,54
YJRLsIHFbtM,5020665,356823,0,18117
hvaFLVbJtag,55843,1197,0,78
Qgj2V2iDwEc,159894,3898,0,156
a4imTyeVj2Y,362976,13805,0,446
IPRHsdjRNKY,773386,37892,0,1085
a8tXdhltORs,56402,1177,0,44
VqV5R0j7FQI,157102,3814,0,133
2XFlhuhpKoc,5034181,9586,0,388
QHW-chgVzCU,261642,6597,0,328
4EP6psUy3XE,85824,1919,0,110
Hton1zboBW8,63563,1445,0,53
24VdCJo-FIA,50541824,717337,0,34568
gpkCf62daqA,169666,5709,0,246
0eEMVmJG6hM,2771595,21900,0,584
t17BT9s-dyg,123213,2631,0,73
Amcm_P7viqk,21050777,77931,0,951
0NU4UL_8WZ4,2346067,23087,0,1833
ac0hbK4XqW4,22777,565,0,34
TMzmcmTWZMI,11325089,267289,0,1706
jyPJPH_B5OY,2035689,51447,0,527
72cz9gOo6L8,34868,699,0,67
NCvoYly5Bss,2600612,41082,0,550
7zS7MNtRSAY,13066131,222344,0,10702
uA86MVq-7U0,1388123,43915,0,685
DpxTRkTY7pA,333506,9718,0,339
GQLdVsOE0yg,296530,8697,0,310
AF72YbWUe08,21848264,260042,0,5135
RcngPqnHnhA,75529,2219,0,113
r8jkwe9baqQ,36778,788,0,109
GBVfsqVGHuY,328737,9225,0,288
k9K-KUgbOus,79909,1869,0,111
J_Oc-sCYR8M,5160837,35614,0,4794
mr7rkp5bQYo,38419,802,0,64
5aSP25-qM0U,120623,3120,0,93
CvraLPbh6M0,41920011,427894,0,8328
BNebh0_-zVw,378256,11750,0,614
9AP7otWPsXg,4290526,62202,0,2267
IR_bDVNDoPk,1622007,54134,0,1572
-jcNOhecjus,47499,1122,0,40
tWHoAHsxKRQ,3829521,2938,0,80
HeuKZpPrUsI,917985,25311,0,394
5ZUK3Wze3MA,17831,677,0,51
b8DEZailYDU,761040,14278,0,319
yE1ZkMRQvEc,778082,27313,0,536
dang-iqxICQ,485410,8645,0,258
3YKlX6eisVw,72111,1229,0,78
ONEBmTZJ9xA,387508,4802,0,78
W5YgZWOJpco,820596,17755,0,226
QHZt-H9tGsg,160946,3827,0,133
3skQ2hcRKDQ,56069,1319,0,106
Cvdgo-Xg-Xg,312206,12043,0,282
jW6EMFokNRc,162329,6020,0,305
vAiegHgE_g0,156193,4801,0,180
CBDHKatF3Xw,4353500,28552,0,453
ouKbrNiaPxo,53676644,586398,0,11252
H_65-w2X6LE,572165,16610,0,234
Y238Htc_6gk,1722720,55968,0,1005
ToemWIz2hUo,100853,2143,0,94
h52a3EQQmbk,1035752,22619,0,849
AQihzfC8oRI,516472,9208,0,532
tJULp8o-piE,24412,462,0,34
KaVqs_rNqEQ,7291396,40620,0,3834
Ov7-Z8m27YY,770457,27051,0,1750
mpdgqDionz0,1577731,54342,0,560
aShXYv90J9o,1084204,19964,0,617
Vhldo272vO8,31656945,803139,0,26642
wu_tFdJWQVk,458650,10918,0,288
z8xAeDWowXg,196665,3578,0,120
onXKK_q5TXs,121293,1875,0,45
dCD50vxx6Xs,126848,2150,0,44
qn6zqIBje-U,161559,3998,0,94
fpM6racdNY4,124897,2608,0,54
kA1Saf7O1mU,252570,6613,0,149
6HsMtnr_Apw,132217,1676,0,28
cQF0UhVffPo,134345,2325,0,35
dpBkT1TMVsw,437859,11970,0,223
yfeKVu-GATU,1003490,36496,0,448
fMDqCpNqb2k,322521,6248,0,302
MdrUd1FgHf0,40236,654,0,49
OzSlc_PBdd4,1658074,54655,0,1012
4KSrFK3Dj6w,78988,1724,0,48
Fw-8IJBlBLE,42842,716,0,64
v0EWerWdu4Q,1765860,25524,0,315
i9NO1qg1WMs,2302319,18326,0,224
wv8wThTahWo,141778,2651,0,200
-6Skhv_axEA,1756995,61790,0,1831
ruKmLl85TaI,111760,2890,0,106
hzXdk7vSh0s,51948,758,0,42
YY9vxNmQzEg,70006,1549,0,116
J1rOfVst-EQ,288137298,2472592,0,84238
pQgACwG-X34,67727,1146,0,65
IupzhFY1ctM,1157109,29603,0,341
L7pGyle08GA,1703110,68360,0,1063
67xJW8LhNoI,444952,10429,0,315
V6odVtWUcwY,75203,1455,0,112
MtWKhtfZ3fc,846489,19950,0,319
LqLzZsA5Uhc,340405,8050,0,123
O1XRm0QXEVk,1036085,26364,0,469
jVaKAaZ79M0,517308,8667,0,191
XCmeOForGfk,2196836,48413,0,643
WkF_tVC2iNM,1968168,36977,0,350
YD9526hKNYI,2352192,12628,0,157
Qoc62bJgjZI,3596973,132231,0,2785
wFIKIUjNXX8,191695,5520,0,281
yWUmIglZO4o,22530586,223056,0,6393
O0WZPNFbtY4,40768,895,0,66
-GZGXrIoGZc,15620869,137719,0,3652
tVDb9Kdy5RQ,14791,256,0,34
h53EpDW92xo,696798,27102,0,756
pqM22aEGc18,182708,3564,0,134
MgAJ7u0kslM,2055013,58734,0,1408
pHhCaDswKUU,837755,19126,0,161
E7I7jt-kYFo,69018,2401,0,120
2zMZYjKWZkY,19639554,405995,0,17253
UwS4X5STNUI,56794,902,0,87
R1BYVA-v1iw,464293,8793,0,313
DcIONLB0FK4,96579,1387,0,72
XHRSgooziF0,6411518,281030,0,30865
IIdE-OW1o9k,95092,3058,0,128
ErFQotFC_AE,37906,874,0,74
2cyzCReoNgU,41250562,289586,0,7743
P2KRKxAb2ek,83500174,1811853,0,82637
E2VVOu4BQBE,415266,33001,0,2951
pjzgsV4CIug,72061,1153,0,86
23usBz6Q6CU,72948,565,0,106
HGIJMcc1zfQ,259558,8182,0,424
k9bMmIkUudc,96778,1588,0,102
v3OipHIanL4,306620,12476,0,537
rHamBluXNY0,87325,1482,0,111
D4AT4WqCQHw,811789,11036,0,244
xy1z7yNR8yo,25310,324,0,43
KORI6NjyL50,14978,181,0,32
e8abvKJZb3A,17829,214,0,24
KYvT3E_ajcY,15801,171,0,19
QmQQhrmedro,13210,231,0,24
IHEJSGWreeI,105091,3175,0,306
ScmxRd7Xo2Q,229740,5716,0,244
Or6lshcJqWY,108112,1646,0,74
sCtYsIUFfCs,12967783,140851,0,1847
LueUuAzsQtA,580117,10028,0,207
78DUeenga0U,56652,960,0,86
YhiAgNxnmt0,120823,2760,0,111
k157GjJHvK4,50502241,457998,0,9375
VMyLKag-a9w,12111,244,0,24
mYtZxnl7Z_I,905172,19911,0,228
eMTUXMrRbac,365587,1960,0,110
y6k7OlFrOto,22786,448,0,49
-ilgJu4Yrhs,89187,1516,0,67
g1N8UWRGBRY,27250,520,0,41
2DUiPyEB3xI,267323,10363,0,403
B6cN54qfoi4,326647,5093,0,174
3T5gpNqxJcs,4050104,136064,0,2554
w_SgaXJEpBM,238268,9151,0,726
cMT9xqjFRLg,149062,2704,0,108
zPcVnusU8c4,28007,452,0,52
KcOD_LgnPbQ,26809,495,0,69
ObvYFnaaLZY,798724,33512,0,198
Rm5VI32UmDg,18933446,190304,0,1988
mIxc2AosA6k,209084,9905,0,353
DPN7k9hqql8,279420,5834,0,130
uLz7MRmJfhU,108470,1677,0,75
ZPRe45nMLUc,183232,8309,0,549
WDzGOYsrlrU,581493,4146,0,148
bAvi8umrnBA,117768,3073,0,129
Re4xrxiERkQ,49418,867,0,114
vuSbBVay5fo,1437571,8024,0,238
3tI2MH2Ozv4,39563222,524743,0,7363
Gl94TUWQGQw,37086,661,0,50
6g27h-ju37g,4067112,34608,0,408
3QeaI4pHpZw,15207753,198663,0,3045
ivS8GVppT8c,162949,4246,0,239
W08ZbYzq50I,192617,7385,0,72
oUVDHJp9dZI,1033881,24537,0,240
p4thH1aRFgg,61605,1583,0,41
emeTSZsbNe8,26496,514,0,57
FoVInKgZY5I,573131,32956,0,709
zalU-wThqss,22307,413,0,52
Gzd8HJJqjBE,85341,1883,0,108
7QYwHA1VnKQ,93854,1902,0,94
KtEsVHX-qbA,1416995,18314,0,305
KlDUtTDm5jY,30313922,860330,0,42968
2djwnobp7gY,16543,357,0,55
Z4rXdp3FiT0,348013,7500,0,306
Fpe4UsvbZqM,63883,1114,0,59
SGqN0A8n5vs,205226,1358,0,89
eBzE8e7cKwE,2853817,9175,0,250
UfX8BYByQT8,29767,547,0,57
iNk6TMivGk4,401444,2918,0,99
9ccPcJDNwOc,633322,12020,0,173
Sz-b_L_eNNM,24803,589,0,91
1_cma-iSkCU,653231,23212,0,610
xsY99Jka68k,229950,9553,0,68
knHMPn5Kndg,18137,360,0,47
6TA0czHG0-E,8388723,66484,0,3045
3cuogqCuY7E,29820093,195889,0,3561
sAzlWScHTc4,484302993,3427190,0,72881
apyRRBjFdIc,103756,2784,0,114
8U4DBwYMkKA,198354,5358,0,118
iVK_R_4RvBI,69399,1587,0,59
kUyi6U0bcmU,57848,1326,0,78
aey_vKseHFo,46470,1057,0,50
4PbBzUFqWpU,65003,1804,0,96
vEbmpu7U5ns,49028,803,0,45
rg3fMuq4pqQ,63315,1508,0,104
fCt_eK26_0s,181854,5311,0,40
AhaiEt-kUSg,387706,7587,0,212
u0IhppGu3TQ,1081279,15914,0,458
y5e9Qyah4S4,310039,6927,0,339
gr3bZkNKiJ4,113145,3024,0,124
eKzE2JbIIIg,19596438,254260,0,3509
JAf6XNykSrI,83711,1829,0,76
k1ndgd_eahg,58085,1229,0,57
nXpu3Rcce6Y,234092,6339,0,257
rxmtr1yhupE,1209658,31621,0,134
pVcbLsWOfsI,876636,20638,0,203
YTedmvda7Ng,5152919,67983,0,904
9fjbndOJHxo,264555,3824,0,99
gqYOQrQm66c,5783737,77850,0,980
oo49SSaaSK0,22530,467,0,62
yl6mtbx46lE,203422,9408,0,344
CyCmVKPo2nE,47900620,608459,0,22970
4RONiVbzCeg,21025,540,0,53
WxmzstAqBig,77582,2148,0,107
zueT8zv3-XM,561729,12261,0,170
jqNVHS3JdTs,1362802,12570,0,225
5-yJunlsino,1960658,109270,0,500
nv2WoVMGZd4,13004371,314621,0,14653
uWLZZqasQLg,60085112,144281,0,1321
xFON9aAsSoA,98527,2838,0,92
9uZZJ3fvElU,317908,5601,0,132
D8PcBGNf-0E,763864,36540,0,1490
aSDjPWjS4Ac,306967,8116,0,450
cxjtv9LOcXQ,207809,5811,0,263
HYzlv2kIRQI,178538,4453,0,119
mGqOl-WzMfk,1896216,40541,0,886
CuEsmr_PfGQ,465352,3220,0,62
lsiJLVAJEyk,39664,989,0,80
Uj02eHMYQDA,66304,1788,0,119
Dj51rcaeVTk,1631730,34368,0,525
bIj-Tk5WaSM,39204,936,0,91
zSRvBdhDLSw,355604,13523,0,295
_jUTPgqxzoE,482671,9002,0,391
pltGk_wm4Hs,3008340,161689,0,3671
yNdtouT9Mio,1019529,78561,0,2148
XvTCYIngGm8,263713,6603,0,290
2vixqxonGag,154315,4214,0,170
K6E5yhr4Xo4,219383,6719,0,151
ZCp3bWMj8CY,24197,915,0,93
dT9xtHORT-c,21727230,372434,0,4594
zmqZWui77yE,1862581,48066,0,529
M1AjMHudU6Y,221518,7572,0,142
fyvyZ1U51_w,991820,38907,0,910
Tc8kb5HBNrA,175730019,2231114,0,56509
3tDm5V5F8Y0,45530,1015,0,46
o1oKxDxz1WQ,5944248,85587,0,6751
I6IR5zQVTbg,14138562,182949,0,3188
ggUb_mjCC3g,54702,1347,0,170
3tGWDL9Haeo,306097,4226,0,104
K0mL5pJia2E,93102,2662,0,81
hmgun60brcw,13087241,227035,0,2019
brb-JbGieRk,203253,3980,0,107
HUxV-ICYoys,377421,9783,0,289
5LbfFarCNIg,1016019,14764,0,288
WzO2HEChE34,1954423,35221,0,472
otcg1GoaAjo,2048184,35234,0,824
8zxRrPWLBy8,269872,4558,0,128
hpH1pHdyJPE,90857,2019,0,65
94sndSzkWMc,186347,5576,0,160
VIhJuGyI6nQ,141605,5790,0,218
85Q3l1lDpYg,98531,812,0,45
loKRO4vmPs4,5492852,60438,0,1555
yN2zIs-fAMc,84545,1004,0,78
tOtsW4ncqFg,37706,451,0,37
QkPxhZO-0hc,7629518,108750,0,1003
oBLvzZtJ_II,537696,17716,0,514
foH0BpSso4o,5866943,37552,0,497
ixNSTy1eQHc,302697,7582,0,255
-4LPaKw8dts,23202838,362917,0,32809
BfIgcU6abC0,9550277,188981,0,2899
sjJ1TNsgQcQ,638933,21578,0,780
tzLoEC6K810,399874,6646,0,181
OapHPbWgYKo,64516,748,0,54
nwul270ya8A,1368728,55067,0,1584
wE-mlyp37EY,312854,10053,0,272
pKobS2ggOXo,8638294,141666,0,1623
whpVHzWGXJg,6228513,72415,0,971
1DKt1O8E4bA,719131,19995,0,468
g7tyDX8YzAI,26547296,459622,0,42967
_3lS8R9EjDg,59833,2449,0,107
zr6SgUAOwu0,2805759,46529,0,1234
T0_VCho6hyY,1275742,23648,0,351
zYh924T7yrc,662815,24308,0,758
hzM2-VvP-qQ,915431,23799,0,474
lm3yy29vbqM,106330855,890624,0,11962
F_PFtJUAZnI,421568,10976,0,90
uoyOEVI4nvw,187511,3506,0,99
bULyec15nOY,7124159,54282,0,703
8MQbXYTW7u0,60150,625,0,48
loYMcS6z4cw,230760,6684,0,413
Z-6VZQGYpN8,181205,4789,0,174
-zuT0Dy6XGg,1527742,46743,0,638
GAEm6yFqh2Y,4461265,33702,0,373
FNJGEMyUhl8,14611491,125560,0,2778
79eF1VY9mW8,6688085,92628,0,963
qwqZMX4R7jg,8944180,71201,0,628
7x52BJkEcfE,1155245,32454,0,959
tEqrgy1GeSI,302153,5679,0,249
aMaR1pKdJl4,21572518,243352,0,3573
Q0fjfOnbfBU,110884,2056,0,90
WVOmZJOKXyw,193757,4024,0,174
uB2NtlBqLoY,474109,6227,0,113
KLE32eZafHM,258496,5226,0,148
hzb4HM69GJg,223830,3954,0,156
YsVA5rBlyvA,295284,5547,0,192
4becPo5QchY,816149,10880,0,239
DRDwg1_d11Y,10876643,212144,0,4922
9_PYjFuigbo,105958,2789,0,111
TwTZijdzWHk,4270268,46649,0,714
sQ0DYyV8GHA,5562070,30945,0,440
EheYfTtS5Mk,600261,32289,0,862
503gwk0IUcE,188622,5246,0,174
klwBeOVTPLI,177277,3881,0,89
rTuTSQuA8E4,788818,18886,0,238
afDXmTIhrYg,501520,11501,0,156
X2Iwvn3GoB0,1689611,34312,0,507
mzxBiNqd_8E,113588,6817,0,114
QyHMrU4Moyg,125111,2634,0,67
t2DTa7Usie4,241435,6416,0,94
TTKgIqZFjg0,772567,22225,0,623
bRTxdCNrkG8,41055,1620,0,155
iOvumzxvpJM,1609739,44720,0,1109
r1Q5c61vhag,69239449,1042852,0,36829
2kKD7ahaVkw,241026,5978,0,312
joHoDKsp-m4,5118801,219714,0,305
AmH4DyiKYPs,78613,1641,0,128
8fwsILHYW7o,1150671,16138,0,313
12jaYm8N9RY,2366149,77044,0,1837
LaQ7E0VTcKM,1954281,36320,0,1180
T4QzKoFims0,95924,2915,0,121
1Daf3HwOHus,18113415,360515,0,10729
fRPh26NoYMQ,944001,14624,0,491
1bm6BgHOjp8,1971162,29091,0,940
ICa1egCLOfc,33348,1527,0,116
ylc-9NOhGK0,1165709,47450,0,1732
BVicQYpajQE,513354,19782,0,294
I5BR12XP2bY,1612293,23537,0,561
xWjdqEMhjhE,446863,21274,0,188
9ZvqdO-efUE,1534619,38590,0,602
3fpP2dM02tM,95864113,1105682,0,24156
5AvEU02lMEA,494763,19746,0,239
dVMHB6HS7_c,622724,27964,0,227
GiUN6tYEfBw,1774394,39862,0,977
Mh4yAgD5fU4,70907209,231527,0,2027
nmvfaAZ50l4,1550281,85020,0,1853
sgtBH4tDdzk,605831,18638,0,879
JUUICt-tpbM,633081,31686,0,316
up0VoeCBSL4,629235,35338,0,329
MfONgV7Qcmo,98683,1655,0,96
_n6qLOWiZuM,28728,479,0,47
IH3HvvyHgs0,13683514,319254,0,8950
WyOp-3iLxmA,36411,644,0,88
hzjM0s6b_UA,524269,11050,0,210
uf83R4U5NYw,17757,362,0,63
H3pFeA8co0U,2198844,121152,0,2195
ZbCLNAIIOlg,116744085,1125925,0,120542
pIOxl1QMQSg,45638,831,0,104
7RXR1MWnS1E,166035,4616,0,273
NiMFERtNaFk,5235612,38360,0,787
tFomhAgTcos,1476091,54651,0,1284
0h2Y2nnGpE4,125728,2726,0,116
8PEgHc-OiTE,142957,3840,0,293
opJbZ5WKnPo,36828,406,0,92
oAMpOgFUA4o,386395,12359,0,64
4ovUQl1K4Eo,1616625,61399,0,114
HpIBXrKzPLM,104648,3344,0,245
dSB1Sh1al4g,686426,17675,0,323
kensDlMAy5w,4911818,120969,0,7024
-Kss8AadWM8,2043629,92499,0,1508
JXzL-7G9g0o,137627,3183,0,73
9fJh-X8-vs8,5547415,73811,0,1304
XQyEt4qD7Tw,156184,8476,0,204
zT4ZSzozXSQ,1483698,57186,0,1063
5mdRkcoBqYE,23744,359,0,39
JErOm7RkcM0,1417817,46639,0,129
LEJjxOE7_Ms,1244169,10417,0,283
EG8sNF-4u6E,1403457,20668,0,295
0FgUqcMFxXI,465290,33898,0,884
TTsB4yMOiJk,1217742,35731,0,1265
w0ZILNTOHak,46062276,899849,0,27713
X_fILFkiR6c,1124333,29694,0,545
lnUSv7tEywA,137442,3495,0,105
cDXsvWwpg_g,109630,2749,0,78
M_Z7YQkrnAo,33957621,432174,0,7989
Tf5UaVizFe0,299320,7017,0,176
zCg-T4eIJFw,896842,57664,0,2450
m7oKzCZN8LE,3765619,67580,0,1486
eGh7bca5Lyc,142677,2908,0,111
oY0OXS3r2ts,134507,3266,0,96
APtoPSLGFjY,15585,327,0,59
GpakzfB_3RA,62686,661,0,69
ftWRLFYh12o,3239389,29251,0,528
6dspWyrufBU,77908242,1158393,0,167322
ZXwshI57VoU,331744,11365,0,128
jcxqf6DTdHg,130281,878,0,64
C5n9Xj6KD_Y,95628,2076,0,132
eA4okZ7NWO8,2273691,75899,0,1603
ue00lNnz_cE,16939,356,0,61
Ab16iLNSiCI,140256,2667,0,201
_pWYaGi_FiM,91038203,1317381,0,28493
AS2vqqq3hes,26831528,386223,0,5983
SA1eCTS_fLk,323103,6969,0,191
GE5T-s5GaSA,61061,1001,0,106
nyKqttrmMS0,56508903,1078622,0,56471
oPNv4dxWJHc,430317,12309,0,275
7HzVbqJNmsg,68498,1187,0,72
1-59Gp2unJA,2228405,98271,0,2868
QXKTh-ZCcL8,40771429,592311,0,16316
Z_YX_cxD1cA,45608,648,0,84
8nCk_ym-odg,149572,2451,0,170
R9KKnLKGidM,365932,12980,0,520
iqydRuNr2yY,18734573,328551,0,8055
K22neJXopPM,1161557,47056,0,1178
7e_aQd6t1jI,1299437,20130,0,432
OikGVlJ2GJc,54999,865,0,52
F5KtNSMRAfM,19094354,110120,0,1560
0g5aq3P-W60,76217,1304,0,124
Hby8SWX74gY,5818874,97584,0,1760
Xx1ehmmICiw,66471,940,0,63
uu8QoIxFP58,16152627,255140,0,8295
1v7GzvD5bpo,1912642,46624,0,1370
9nNHFCRqKKs,79874,1172,0,88
iyMglKdAifI,262227,5902,0,309
TQjJ3l12DkQ,279595,6818,0,420
g9SjGikrQtc,83691,1165,0,45
K0Vdmi8UFLU,45675,693,0,79
vB2shlge0k0,380996,17941,0,292
tVziieYFO8c,54720,1208,0,81
ot_bM5L-cZ4,30474,488,0,52
Vg7CIvvoSkQ,87569,2201,0,196
yYvDglKwnkg,1226075,35514,0,808
d4tJ7AOAaKE,432248,12407,0,134
AwoflxYh5Lo,79356,1121,0,82
bcrSTjziiNo,494823,7897,0,489
tV6aF2WOsVU,15368375,125885,0,2081
XqgKrpsfu1Q,55857,569,0,48
sVTBMKGOBAg,4984578,51616,0,1844
X4BxRULnHxE,62456,801,0,53
P4d8AIP0-vs,44472,704,0,92
k_XHCSl-EBE,326184,6537,0,192
gayAbubAUSQ,69756,1613,0,90
5Dj135cFR20,3644477,76151,0,1418
5azKP64cOy0,74198,1277,0,134
jgqTHehTHso,494769,18313,0,695
16FmclzW6tA,1014580,21343,0,853
0w4rc-_K3V0,57572,592,0,52
__vGBD9L8wY,53614,789,0,98
9cZ9qCAGkZ4,955175,22705,0,667
uOuMPbpGCfs,81805,1274,0,117
JQqWiq4zDHk,3398862,77005,0,833
sNYJ8CJUyZY,235400,4016,0,126
